genres,tags,app_name,item_id,combinacion
"[Casual, Indie, Simulation, Strategy]","Casual, Simulation, Strategy, Indie",Herding Dog,409290,"[Casual, Indie, Simulation, Strategy] Casual, Simulation, Strategy, Indie Herding Dog"
"[Casual, Indie]","Indie, Casual",NARK THE DRAGON,763740,"[Casual, Indie] Indie, Casual NARK THE DRAGON"
"[Indie, RPG, Strategy]","RPG, Indie, Strategy, Online Co-Op, Software, Party-Based RPG, Turn-Based, Fantasy, Story Rich, Utilities",Fantasy Grounds - 5E: Tarin's Crown,471310,"[Indie, RPG, Strategy] RPG, Indie, Strategy, Online Co-Op, Software, Party-Based RPG, Turn-Based, Fantasy, Story Rich, Utilities Fantasy Grounds - 5E: Tarin's Crown"
[Racing],Racing,Paint Scheme Pack 9,561815,[Racing] Racing Paint Scheme Pack 9
"[Adventure, Free to Play]","Adventure, Free to Play, Horror, Visual Novel, Mystery, Anime, Cartoon",Elsewhere High: Chapter 2 - A Visual Novel,605930,"[Adventure, Free to Play] Adventure, Free to Play, Horror, Visual Novel, Mystery, Anime, Cartoon Elsewhere High: Chapter 2 - A Visual Novel"
"[Simulation, Sports]","Simulation, Sports",Football Manager Touch 2018 - All Job Applications,711731,"[Simulation, Sports] Simulation, Sports Football Manager Touch 2018 - All Job Applications"
"[Action, Adventure, Casual, Indie, RPG]","Indie, Action, Casual, Adventure, RPG, Zombies, Shooter, FPS, Horror, Survival Horror, Singleplayer, Survival",Time Ramesside (A New Reckoning),290650,"[Action, Adventure, Casual, Indie, RPG] Indie, Action, Casual, Adventure, RPG, Zombies, Shooter, FPS, Horror, Survival Horror, Singleplayer, Survival Time Ramesside (A New Reckoning)"
[Adventure],"Adventure, Point & Click, Female Protagonist",Chronicles of Mystery: The Scorpio Ritual,34800,"[Adventure] Adventure, Point & Click, Female Protagonist Chronicles of Mystery: The Scorpio Ritual"
"[Action, Simulation, Strategy]","Action, Simulation, Strategy, Space, FMV, Sci-fi",Iron Sky: Invasion,224900,"[Action, Simulation, Strategy] Action, Simulation, Strategy, Space, FMV, Sci-fi Iron Sky: Invasion"
"[Action, Indie, Simulation]","Indie, Simulation, Action, Visual Novel",Sickness Demo,431420,"[Action, Indie, Simulation] Indie, Simulation, Action, Visual Novel Sickness Demo"
[Simulation],"Simulation, Trains, Driving, Singleplayer, City Builder, TrackIR, Level Editor, Family Friendly, Adventure, Open World, Sandbox, Physics, Atmospheric, Realistic",Train Simulator: West Highland Line Extension Route Add-On,277748,"[Simulation] Simulation, Trains, Driving, Singleplayer, City Builder, TrackIR, Level Editor, Family Friendly, Adventure, Open World, Sandbox, Physics, Atmospheric, Realistic Train Simulator: West Highland Line Extension Route Add-On"
"[Indie, Simulation, Strategy]","Strategy, Indie, Simulation, Turn-Based, Board Game, Post-apocalyptic, Turn-Based Strategy, Zombies, Turn-Based Tactics",Streets of Chaos,346320,"[Indie, Simulation, Strategy] Strategy, Indie, Simulation, Turn-Based, Board Game, Post-apocalyptic, Turn-Based Strategy, Zombies, Turn-Based Tactics Streets of Chaos"
[Strategy],Strategy,"Nobunaga's Ambition: Souzou - ""Goemon Ishikawa"", ""Yasuke"" Bushou Data",297898,"[Strategy] Strategy Nobunaga's Ambition: Souzou - ""Goemon Ishikawa"", ""Yasuke"" Bushou Data"
"[Simulation, Strategy]","Strategy, Simulation",Cities: Skylines - All That Jazz,715193,"[Simulation, Strategy] Strategy, Simulation Cities: Skylines - All That Jazz"
[Indie],"Indie, Platformer, Local Co-Op, Difficult, Local Multiplayer, 4 Player Local, Kickstarter, 2D, Rogue-like",Cloudberry Kingdom™,210870,"[Indie] Indie, Platformer, Local Co-Op, Difficult, Local Multiplayer, 4 Player Local, Kickstarter, 2D, Rogue-like Cloudberry Kingdom™"
[Casual],Casual,Close the Window!,773170,[Casual] Casual Close the Window!
[Simulation],"Simulation, Trains, Realistic, Singleplayer, Driving, Building, Open World, Sandbox, Casual, Family Friendly, Level Editor, TrackIR, City Builder, Atmospheric, Relaxing, Moddable, Sports",Train Simulator: Union Pacific FEF-3 Loco Add-On,277740,"[Simulation] Simulation, Trains, Realistic, Singleplayer, Driving, Building, Open World, Sandbox, Casual, Family Friendly, Level Editor, TrackIR, City Builder, Atmospheric, Relaxing, Moddable, Sports Train Simulator: Union Pacific FEF-3 Loco Add-On"
"[Simulation, Strategy]","Strategy, Simulation, World War II",Theatre of War 2 - Battle for Caen,46362,"[Simulation, Strategy] Strategy, Simulation, World War II Theatre of War 2 - Battle for Caen"
"[Action, Indie]","Action, Indie",ICARUS.1 - PROTOTYPE EDITION,631610,"[Action, Indie] Action, Indie ICARUS.1 - PROTOTYPE EDITION"
"[Casual, Indie, Simulation]","Indie, Casual, Simulation, Visual Novel, Adventure, Steampunk, Story Rich",Runeous: Part One,485800,"[Casual, Indie, Simulation] Indie, Casual, Simulation, Visual Novel, Adventure, Steampunk, Story Rich Runeous: Part One"
"[Racing, Casual, Sports, Indie, Simulation, Action]","Racing, Casual, Sports, Indie, Simulation, Action",Space Ribbon Panther Jet Car - Early Access Pack,543660,"[Racing, Casual, Sports, Indie, Simulation, Action] Racing, Casual, Sports, Indie, Simulation, Action Space Ribbon Panther Jet Car - Early Access Pack"
"[Indie, VR]","Indie, VR",NO ONE,735540,"[Indie, VR] Indie, VR NO ONE"
"[Action, Adventure, Indie, RPG]","Action, Adventure, RPG, Indie","Diluvion - Special Edition Sub ""Manta""",578030,"[Action, Adventure, Indie, RPG] Action, Adventure, RPG, Indie Diluvion - Special Edition Sub ""Manta"""
"[Adventure, Indie]","Indie, Adventure",Uncanny Valley Demo,364920,"[Adventure, Indie] Indie, Adventure Uncanny Valley Demo"
[Strategy],Strategy,Magic 2013 “Exalted Darkness” Deck Key,97374,[Strategy] Strategy Magic 2013 “Exalted Darkness” Deck Key
"[Action, Adventure, Casual, Indie]","Action, Adventure, Indie, Casual",Disposable Heroes Soundtrack,389610,"[Action, Adventure, Casual, Indie] Action, Adventure, Indie, Casual Disposable Heroes Soundtrack"
"[Action, Adventure, Indie, Racing, Strategy]","Strategy, Action, Adventure, Indie, Racing",JET HERO 35000 STAR,591063,"[Action, Adventure, Indie, Racing, Strategy] Strategy, Action, Adventure, Indie, Racing JET HERO 35000 STAR"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – R.E.M. Song Pack,271431,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – R.E.M. Song Pack"
"[Action, Sports, FPS]","Action, Sports, FPS",Fields of Battle,370800,"[Action, Sports, FPS] Action, Sports, FPS Fields of Battle"
"[Casual, Indie]","Casual, Indie, Physics, Puzzle, 2D, Singleplayer, Colorful, Relaxing, Abstract, Fast-Paced, Difficult",Chocolate makes you happy,749340,"[Casual, Indie] Casual, Indie, Physics, Puzzle, 2D, Singleplayer, Colorful, Relaxing, Abstract, Fast-Paced, Difficult Chocolate makes you happy"
[Casual],"Casual, Match 3",Cradle of Persia,38180,"[Casual] Casual, Match 3 Cradle of Persia"
[Adventure],"Adventure, FMV, Detective, Noir, Classic, Point & Click, ""1990s"", Dystopian, Cyberpunk, Post-apocalyptic, First-Person, Sci-fi",Tex Murphy: Overseer,302370,"[Adventure] Adventure, FMV, Detective, Noir, Classic, Point & Click, ""1990s"", Dystopian, Cyberpunk, Post-apocalyptic, First-Person, Sci-fi Tex Murphy: Overseer"
"[Simulation, Strategy]","Strategy, Simulation",Europa Universalis IV: Indian Subcontinent Unit Pack,295221,"[Simulation, Strategy] Strategy, Simulation Europa Universalis IV: Indian Subcontinent Unit Pack"
"[Adventure, Casual, Indie]","Casual, Indie, Adventure, Puzzle, Memes, Funny, Singleplayer, Turn-Based, Family Friendly, Arcade, Atmospheric, Comedy, Fantasy, Touch-Friendly, Replay Value, Colorful, RPG, Platformer, Puzzle-Platformer, Survival",SnakEscape,409440,"[Adventure, Casual, Indie] Casual, Indie, Adventure, Puzzle, Memes, Funny, Singleplayer, Turn-Based, Family Friendly, Arcade, Atmospheric, Comedy, Fantasy, Touch-Friendly, Replay Value, Colorful, RPG, Platformer, Puzzle-Platformer, Survival SnakEscape"
"[Adventure, VR]","Adventure, VR",MYSTIC VR,645280,"[Adventure, VR] Adventure, VR MYSTIC VR"
"[Short, Drama]","Short, Drama",Summer Breeze,419240,"[Short, Drama] Short, Drama Summer Breeze"
[Action],"Action, Gore, Violent",Friday the 13th: The Game - Costume Party Counselor Clothing Pack,735000,"[Action] Action, Gore, Violent Friday the 13th: The Game - Costume Party Counselor Clothing Pack"
"[Casual, Indie, Simulation, Early Access]","Early Access, Indie, Casual, Simulation",Bartigo,553940,"[Casual, Indie, Simulation, Early Access] Early Access, Indie, Casual, Simulation Bartigo"
"[Action, Adventure, Indie]","Indie, Action, Adventure",Captain Lycop : Invasion of the Heters,525070,"[Action, Adventure, Indie] Indie, Action, Adventure Captain Lycop : Invasion of the Heters"
[Action],"Horror, FPS, Action, Bullet Time, Classic, Singleplayer, Atmospheric, Shooter, Gore, First-Person, Story Rich, Sci-fi, Dark, Psychological Horror, Great Soundtrack, Survival Horror, Adventure",F.E.A.R.,21090,"[Action] Horror, FPS, Action, Bullet Time, Classic, Singleplayer, Atmospheric, Shooter, Gore, First-Person, Story Rich, Sci-fi, Dark, Psychological Horror, Great Soundtrack, Survival Horror, Adventure F.E.A.R."
"[Action, Adventure]","Action, Adventure",METAL GEAR SOLID V: THE PHANTOM PAIN - Parade Tack,406620,"[Action, Adventure] Action, Adventure METAL GEAR SOLID V: THE PHANTOM PAIN - Parade Tack"
"[Action, Adventure, Casual, RPG]","Action, Adventure, RPG, Casual",Yatsumitsu Fists of Wrath,696930,"[Action, Adventure, Casual, RPG] Action, Adventure, RPG, Casual Yatsumitsu Fists of Wrath"
"[Action, Casual, Free to Play, RPG, Simulation, Strategy]","Strategy, Action, RPG, Casual, Simulation, Free to Play",HIS - [XB-53] Julia Mackin Pack,369510,"[Action, Casual, Free to Play, RPG, Simulation, Strategy] Strategy, Action, RPG, Casual, Simulation, Free to Play HIS - [XB-53] Julia Mackin Pack"
"[Adventure, Casual, Indie, Sports]","Adventure, Indie, Casual, Sports",Star Balls,366050,"[Adventure, Casual, Indie, Sports] Adventure, Indie, Casual, Sports Star Balls"
"[Action, Indie, Strategy]","Strategy, Action, Indie",Awesomenauts - Ravishing Raelynn Skin,204314,"[Action, Indie, Strategy] Strategy, Action, Indie Awesomenauts - Ravishing Raelynn Skin"
"[Indie, Strategy]","Indie, Strategy, Puzzle, Arcade, Local Co-Op, Anime",Super Puzzle Sisters,542680,"[Indie, Strategy] Indie, Strategy, Puzzle, Arcade, Local Co-Op, Anime Super Puzzle Sisters"
[Casual],"Casual, Card Game",Lapland Solitaire,395890,"[Casual] Casual, Card Game Lapland Solitaire"
"[Indie, RPG, Simulation, Strategy]","Strategy, Simulation, Zombies, Indie, Survival, RPG, Turn-Based, Singleplayer, Post-apocalyptic, Sandbox, Difficult",Zafehouse: Diaries,249360,"[Indie, RPG, Simulation, Strategy] Strategy, Simulation, Zombies, Indie, Survival, RPG, Turn-Based, Singleplayer, Post-apocalyptic, Sandbox, Difficult Zafehouse: Diaries"
[Action],Action,DW8XLCE - JAPANESE VOICE OPTION,316869,[Action] Action DW8XLCE - JAPANESE VOICE OPTION
[Simulation],Simulation,Train Simulator: Western Sichuan Pass: Dujiangyan - Maoxian & Mashancun Route Add-On,500246,[Simulation] Simulation Train Simulator: Western Sichuan Pass: Dujiangyan - Maoxian & Mashancun Route Add-On
"[Action, Massively Multiplayer, RPG]","Action, RPG, Massively Multiplayer",Golden Rush - Barbarian's Full Set of Artifacts,394423,"[Action, Massively Multiplayer, RPG] Action, RPG, Massively Multiplayer Golden Rush - Barbarian's Full Set of Artifacts"
"[Free to Play, Sports, Simulation, Action, VR]","Free to Play, Sports, Simulation, Action, VR",Treehouse Basketball,568600,"[Free to Play, Sports, Simulation, Action, VR] Free to Play, Sports, Simulation, Action, VR Treehouse Basketball"
"[Action, Indie]","Action, Indie, Top-Down, Top-Down Shooter",Bit Bullet,726260,"[Action, Indie] Action, Indie, Top-Down, Top-Down Shooter Bit Bullet"
"[Casual, Indie, Strategy]","Strategy, Indie, Casual",Drip Drip,358490,"[Casual, Indie, Strategy] Strategy, Indie, Casual Drip Drip"
"[Adventure, Free to Play, Simulation]","Adventure, Free to Play, Simulation",Magic Lantern DLC,586220,"[Adventure, Free to Play, Simulation] Adventure, Free to Play, Simulation Magic Lantern DLC"
"[Early Access, Action, Indie]","Early Access, Action, Indie",Rogue Fighter,500800,"[Early Access, Action, Indie] Early Access, Action, Indie Rogue Fighter"
"[Action, Indie]","Indie, Action, Stealth, FPS, Cyberpunk",ROOT,393610,"[Action, Indie] Indie, Action, Stealth, FPS, Cyberpunk ROOT"
"[Action, Free to Play, Indie, Massively Multiplayer, Simulation]","Action, Massively Multiplayer, Indie, Simulation, Free to Play, War, Open World, Shooter, Medieval, FPS",Wind of Luck: Arena - Mediterranean Admiral pack,386911,"[Action, Free to Play, Indie, Massively Multiplayer, Simulation] Action, Massively Multiplayer, Indie, Simulation, Free to Play, War, Open World, Shooter, Medieval, FPS Wind of Luck: Arena - Mediterranean Admiral pack"
"[Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access]","Early Access, Simulation, Strategy, Casual, Indie, Action, Adventure, Dinosaurs",Mesozoica,719590,"[Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access] Early Access, Simulation, Strategy, Casual, Indie, Action, Adventure, Dinosaurs Mesozoica"
[Strategy],Strategy,Graviteam Tactics: Zhalanashkol 1969,313281,[Strategy] Strategy Graviteam Tactics: Zhalanashkol 1969
"[Adventure, Casual, Indie]","Hidden Object, Casual, Adventure, Indie, Puzzle, Point & Click, Horror",Frankenstein: Master of Death,347430,"[Adventure, Casual, Indie] Hidden Object, Casual, Adventure, Indie, Puzzle, Point & Click, Horror Frankenstein: Master of Death"
"[Politics, Political, Documentary, Episodic]","Politics, Political, Documentary, Episodic",We The Voters,519530,"[Politics, Political, Documentary, Episodic] Politics, Political, Documentary, Episodic We The Voters"
[Simulation],Simulation,FSX: Steam Edition - Pushing the Envelope Add-On,379230,[Simulation] Simulation FSX: Steam Edition - Pushing the Envelope Add-On
"[Action, Indie]","Anime, Bullet Hell, Action, Indie, ""Shoot Em Up"", Female Protagonist, Shooter, Great Soundtrack, Difficult",SUGURI,262240,"[Action, Indie] Anime, Bullet Hell, Action, Indie, ""Shoot Em Up"", Female Protagonist, Shooter, Great Soundtrack, Difficult SUGURI"
"[Action, Casual, Indie]","Casual, Action, Indie",Tiny Troopers 2,590370,"[Action, Casual, Indie] Casual, Action, Indie Tiny Troopers 2"
"[Free to Play, Massively Multiplayer, Simulation, Strategy]","Strategy, Free to Play, Massively Multiplayer, Simulation, Sci-fi, Multiplayer, Futuristic, Tactical, Aliens, Survival",Operation: New Earth,528740,"[Free to Play, Massively Multiplayer, Simulation, Strategy] Strategy, Free to Play, Massively Multiplayer, Simulation, Sci-fi, Multiplayer, Futuristic, Tactical, Aliens, Survival Operation: New Earth"
"[Action, Indie]","Action, Indie, Retro, FPS, Pixel Graphics, First-Person",Merger 3D,527750,"[Action, Indie] Action, Indie, Retro, FPS, Pixel Graphics, First-Person Merger 3D"
"[Action, Adventure, Casual, Indie, Strategy]","Action, Adventure, Indie, Casual, Strategy",Kabitis: Old Version,483280,"[Action, Adventure, Casual, Indie, Strategy] Action, Adventure, Indie, Casual, Strategy Kabitis: Old Version"
"[Simulation, Strategy]","Simulation, Strategy",DCS: Combined Arms 1.5,240300,"[Simulation, Strategy] Simulation, Strategy DCS: Combined Arms 1.5"
"[Indie, RPG, Strategy]","Strategy, RPG, Indie",Fantasy Grounds - Pulp Themed Maps,477990,"[Indie, RPG, Strategy] Strategy, RPG, Indie Fantasy Grounds - Pulp Themed Maps"
"[Early Access, Casual, Action, Simulation, Strategy, VR]","Early Access, Casual, Action, Simulation, Strategy, VR",Gnomelings: Migration,610090,"[Early Access, Casual, Action, Simulation, Strategy, VR] Early Access, Casual, Action, Simulation, Strategy, VR Gnomelings: Migration"
"[Indie, Simulation]","Simulation, Indie, Hacking, Singleplayer, Puzzle",Hacker Evolution: Untold,70110,"[Indie, Simulation] Simulation, Indie, Hacking, Singleplayer, Puzzle Hacker Evolution: Untold"
"[Action, Free to Play, Massively Multiplayer, RPG]","Sexual Content, Action, RPG, Massively Multiplayer, Violent, Gore, Free to Play",Defiance - Obliterator T.I.T.A.N. Bundle,560102,"[Action, Free to Play, Massively Multiplayer, RPG] Sexual Content, Action, RPG, Massively Multiplayer, Violent, Gore, Free to Play Defiance - Obliterator T.I.T.A.N. Bundle"
[Action],Action,Dead Rising 4 - X-Fists,593057,[Action] Action Dead Rising 4 - X-Fists
"[Adventure, Casual, Indie, Sports]","Adventure, Sports, Casual, Indie, Singleplayer, Card Game, Mouse only, Strategy, 2D, Clicker, Gaming",Mahjong Challenge,693240,"[Adventure, Casual, Indie, Sports] Adventure, Sports, Casual, Indie, Singleplayer, Card Game, Mouse only, Strategy, 2D, Clicker, Gaming Mahjong Challenge"
[Documentary],Documentary,Why Just One?,540130,[Documentary] Documentary Why Just One?
[Animation &amp; Modeling],Animation & Modeling,3D-Coat V4.8,100980,[Animation &amp; Modeling] Animation & Modeling 3D-Coat V4.8
"[Casual, Simulation]","Casual, Simulation",Rocksmith - The Cure - Love Song,222103,"[Casual, Simulation] Casual, Simulation Rocksmith - The Cure - Love Song"
"[Casual, RPG]","RPG, RPGMaker, Casual",Deadly Sin 2,285420,"[Casual, RPG] RPG, RPGMaker, Casual Deadly Sin 2"
"[Action, Free to Play]","Free to Play, Action, Violent, Gore, FPS",Blacksquad - EA FREE TIMED WEAPON PACKAGE 2,654171,"[Action, Free to Play] Free to Play, Action, Violent, Gore, FPS Blacksquad - EA FREE TIMED WEAPON PACKAGE 2"
[Simulation],"Simulation, Space, Space Sim, Shooter, Sci-fi, Action, Adventure, Indie, TrackIR, Aliens, Stealth, 4X",Starfighter Origins,564950,"[Simulation] Simulation, Space, Space Sim, Shooter, Sci-fi, Action, Adventure, Indie, TrackIR, Aliens, Stealth, 4X Starfighter Origins"
